LOC135326608	XM_064504424.1#LOC135326608
WNK1	XM_064514917.1#WNK1
PHACTR3	XM_064521585.1#PHACTR3
PRMT3	XM_026094551.2#PRMT3
EPHA5	XM_064510241.1#EPHA5
C2CD5	XM_064516011.1#C2CD5
LOXL2	XM_026122309.2#LOXL2
CHN1	XM_026092810.2#CHN1
ITPR3	XM_026111757.2#ITPR3
MAPT	XM_064524545.1#MAPT
WDR44	XM_064518347.1#WDR44
FAM8A1	XM_064507025.1#FAM8A1
ADCYAP1R1	XM_064505676.1#ADCYAP1R1
CRHR1	XM_026099400.2#CRHR1
LOC112993110	XM_026116457.2#LOC112993110
LOC135329404	XM_064517727.1#LOC135329404
AKT3	XM_064509406.1#AKT3
GRHL1	XM_064508470.1#GRHL1
CASP6	XM_064510588.1#CASP6
AIP	XM_026117152.2#AIP
UBXN4	XM_026108743.2#UBXN4
CACHD1	XM_026111583.2#CACHD1
LOC135327126	XM_064504707.1#LOC135327126
RUFY3	XM_026103539.2#RUFY3
LOC112988244	XM_064505588.1#LOC112988244
LOC112982619	XM_064522669.1#LOC112982619
NUFIP2	XM_064523241.1#NUFIP2
NEK3	XM_064504896.1#NEK3
ZBTB7B	XM_064498855.1#ZBTB7B
TTLL2	XM_026117285.2#TTLL2
LOC112983360	XM_064524418.1#LOC112983360
LOC135329670	XM_064518800.1#LOC135329670
MPND	XM_064497538.1#MPND
NR1D1	XM_064524732.1#NR1D1
WWC2	XM_064511009.1#WWC2
MRM1	XM_026106250.2#MRM1
UBR2	XM_064509605.1#UBR2
FGD4	XM_026119743.2#FGD4
RCOR3	XM_064509641.1#RCOR3
C1H13orf42	XM_064523428.1#C1H13orf42
LOC112991326	XM_026113744.2#LOC112991326
NRXN3	XM_064512235.1#NRXN3
CAMKK2	XM_064521983.1#CAMKK2
FGF7	XM_026097078.2#FGF7
PARD3	XM_064505792.1#PARD3
TMEM260	XM_064511883.1#TMEM260
SYNE3	XM_026107677.2#SYNE3
LOC135324039	XM_064499470.1#LOC135324039
LARS1	XM_064521188.1#LARS1
COBLL1	XM_064514867.1#COBLL1
LOC135324678	XM_064501422.1#LOC135324678
RSPO2	XM_064507802.1#RSPO2
LARP7	XM_026101725.2#LARP7
TNNC2	XM_064521750.1#TNNC2
RBM23	XM_064503396.1#RBM23
LOC112979715	XM_064514879.1#LOC112979715
FBXO33	XM_064512338.1#FBXO33
SVEP1	XM_064502286.1#SVEP1
ACADL	XM_064515331.1#ACADL
VSIG1	XM_026110011.2#VSIG1
GPATCH1	XM_026107642.2#GPATCH1
ZNF326	XM_064515937.1#ZNF326
LHX5	XM_064521827.1#LHX5
RNF138	XM_064507612.1#RNF138
LOC112983600	XM_026100822.2#LOC112983600
RNF41	XM_064498651.1#RNF41
GRIA4	XM_064505082.1#GRIA4
KATNAL1	XM_026108862.2#KATNAL1
PPM1L	XM_026105722.2#PPM1L
USF1	XM_064498779.1#USF1
LOC112987485	XM_026107413.2#LOC112987485
LOC135326307	XM_064504187.1#LOC135326307
NEK1	XM_064510954.1#NEK1
PDE9A	XM_026098024.2#PDE9A
LOC112988249	XM_064506808.1#LOC112988249
LOC112985147	XM_026103558.2#LOC112985147
LOC135326597	XM_064504405.1#LOC135326597
MTSS2	XM_064519432.1#MTSS2
ANKRD17	XM_064510416.1#ANKRD17
UNC80	XM_026117546.2#UNC80
PRSS57	XM_064497271.1#PRSS57
LOC112985243	XM_064516410.1#LOC112985243
LOC112991642	XM_026114287.2#LOC112991642
MYT1L	XM_064508507.1#MYT1L
DKC1	XM_064518420.1#DKC1
LOC112983647	XM_064515127.1#LOC112983647
LOC112994417	XM_026118749.2#LOC112994417
ADAM22	XM_064506024.1#ADAM22
PDP1	XM_026099797.2#PDP1
R3HDM1	XM_026108726.2#R3HDM1
SPR	XM_026115824.2#SPR
TNS2	XM_064498727.1#TNS2
LOC135330421	XM_064524064.1#LOC135330421
OPRD1	XM_064524980.1#OPRD1
LRRC75B	XM_026119126.2#LRRC75B
PUS7L	XM_026117693.2#PUS7L
ZNF335	XM_064521753.1#ZNF335
CSTF1	XM_026101879.2#CSTF1
SMOC1	XM_064512518.1#SMOC1
HSPA12A	XM_026096193.2#HSPA12A
LOC135326201	XM_064504051.1#LOC135326201
CHST9	XM_026095958.2#CHST9
SUCLA2	XM_026108421.2#SUCLA2
FGF7	XM_026097075.2#FGF7
LOC112990133	XM_064498095.1#LOC112990133
VDAC2	XM_064513833.1#VDAC2
LOC135324956	XM_064502153.1#LOC135324956
PRKG2	XM_064510391.1#PRKG2
TOR3A	XM_026101060.2#TOR3A
RAB5A	XM_064506221.1#RAB5A
LRRK2	XM_064505879.1#LRRK2
NFE2L1	XM_064524636.1#NFE2L1
CACNB3	XM_064498568.1#CACNB3
CUX2	XM_064521940.1#CUX2
ARHGAP40	XM_026093033.2#ARHGAP40
FHIP2A	XM_064514268.1#FHIP2A
CRTAP	XM_026101348.2#CRTAP
SSTR4	XM_026106045.2#SSTR4
LOC112979781	XM_026094251.2#LOC112979781
GPR68	XM_064512189.1#GPR68
ANKRD33	XM_026114304.2#ANKRD33
KCNIP1	XM_026098458.2#KCNIP1
XKR8	XM_064524911.1#XKR8
ANKRD9	XM_064512064.1#ANKRD9
LOC112980249	XM_064513887.1#LOC112980249
PHKA1	XM_064518010.1#PHKA1
GRK3	XM_064521865.1#GRK3
BRINP2	XM_064515611.1#BRINP2
LOC135326270	XM_064504157.1#LOC135326270
WDFY2	XM_064504880.1#WDFY2
LOC112989987	XM_064504786.1#LOC112989987
LOC135323488	XM_064519491.1#LOC135323488
CCDC187	XM_064524055.1#CCDC187
B3GAT1	XM_026099236.2#B3GAT1
CADM1	XM_064524169.1#CADM1
CCDC88A	XM_026108000.2#CCDC88A
AARS1	XM_026104044.2#AARS1
NEO1	XM_064517635.1#NEO1
NT5E	XM_064508754.1#NT5E
LOC135330168	XM_064521817.1#LOC135330168
CDC42BPB	XM_064512044.1#CDC42BPB
COL9A2	XM_026104666.2#COL9A2
ZCCHC2	XM_026115640.2#ZCCHC2
LOC135330342	XM_064523500.1#LOC135330342
RPL7A	XM_026094386.2#RPL7A
MGLL	XM_026093081.2#MGLL
GPR132	XM_026114325.2#GPR132
MUSTN1	XM_026105353.2#MUSTN1
LOC135327180	XM_064505183.1#LOC135327180
REPS2	XM_064499637.1#REPS2
CAMTA1	XM_064525337.1#CAMTA1
FBXO8	XM_026105266.2#FBXO8
CTNND1	XM_064513288.1#CTNND1
LOC112995575	XM_026120620.2#LOC112995575
C1H21orf91	XM_026108004.2#C1H21orf91
DIP2C	XM_064505765.1#DIP2C
SCUBE1	XM_064516668.1#SCUBE1
LSP1	XM_026092782.2#LSP1
NKAPD1	XM_064524227.1#NKAPD1
IFFO1	XM_064505427.1#IFFO1
FGF8	XM_026102859.2#FGF8
RPRD2	XM_026120476.2#RPRD2
LOC135325126	XM_064502723.1#LOC135325126
RPLP1	XM_026113669.2#RPLP1
CDON	XM_064524359.1#CDON
IBTK	XM_026121056.2#IBTK
CCDC93	XM_026097136.2#CCDC93
TNFRSF11B	XM_026110156.2#TNFRSF11B
SPAM1	XM_026112991.2#SPAM1
RUFY3	XM_026103535.2#RUFY3
BAALC	XM_064507633.1#BAALC
LOC112983040	XM_026099882.2#LOC112983040
TRIAP1	XM_026119069.2#TRIAP1
PPP4R4	XM_064512135.1#PPP4R4
DYSF	XM_064511683.1#DYSF
LOC112987707	XM_026107703.2#LOC112987707
LRP11	XM_064509164.1#LRP11
RTN4R	XM_026106910.2#RTN4R
UNC93B1	XM_064513366.1#UNC93B1
LOC112991247	XM_064500945.1#LOC112991247
GFRA1	XM_026096176.2#GFRA1
CLIP4	XM_064509915.1#CLIP4
BLTP1	XM_064510663.1#BLTP1
LOC135323437	XM_064500886.1#LOC135323437
LOC135324848	XM_064501838.1#LOC135324848
PPM1D	XM_026107445.2#PPM1D
NAPRT	XM_026113651.2#NAPRT
DLL1	XM_026117216.2#DLL1
LOC112982565	XM_026099055.2#LOC112982565
RAP1GDS1	XM_026109177.2#RAP1GDS1
TIRAP	XM_064524350.1#TIRAP
YBX2	XM_064501076.1#YBX2
NDUFB6	XM_026100445.2#NDUFB6
UAP1L1	XM_064523532.1#UAP1L1
LOC112982596	XM_026099096.2#LOC112982596
RHOU	XM_064509260.1#RHOU
PIGR	XM_026112040.2#PIGR
STAU1	XM_026106553.2#STAU1
PIK3C2A	XM_064513101.1#PIK3C2A
LATS2	XM_026108890.2#LATS2
SNX16	XM_026100700.2#SNX16
LYPD6	XM_064514561.1#LYPD6
RIMS1	XM_064508663.1#RIMS1
SLC4A10	XM_026094497.2#SLC4A10
LEF1	XM_064510565.1#LEF1
MRE11	XM_026109146.2#MRE11
LOC112996844	XM_064503163.1#LOC112996844
FBXO11	XM_064509906.1#FBXO11
CSNK1G3	XM_026115351.2#CSNK1G3
DPH7	XM_026113821.2#DPH7
FKBP9	XM_026100759.2#FKBP9
LOC135327038	XM_064504657.1#LOC135327038
ECSIT	XM_064499365.1#ECSIT
LOC135325144	XM_064502803.1#LOC135325144
MAPK11	XM_064506540.1#MAPK11
EHBP1	XM_064510120.1#EHBP1
LOC112979005	XM_026092867.2#LOC112979005
LOC135327205	XM_064505314.1#LOC135327205
SLC5A5	XM_064497457.1#SLC5A5
TIMMDC1	XM_026093297.2#TIMMDC1
NRXN1	XM_064509779.1#NRXN1
LOC112989696	XM_026111026.2#LOC112989696
KATNIP	XM_026107705.2#KATNIP
DIPK2A	XM_026101680.2#DIPK2A
ANO1	XM_026094562.2#ANO1
MAGI1	XM_064519159.1#MAGI1
TFAP2D	XM_026093835.2#TFAP2D
SELPLG	XM_026114537.2#SELPLG
LOC112991645	XM_064504164.1#LOC112991645
LOC112982445	XM_064522800.1#LOC112982445
SORL1	XM_064524281.1#SORL1
CLCN4	XM_026117254.2#CLCN4
LOC112992499	XM_026115620.1#LOC112992499
TENT4A	XM_064506823.1#TENT4A
ZNF414	XM_064497309.1#ZNF414
EME2	XM_064519944.1#EME2
TMC3	XM_064517278.1#TMC3
LOC135327382	XM_064505507.1#LOC135327382
SCRIB	XM_064508022.1#SCRIB
LOC112990568	XM_026112417.2#LOC112990568
DDX55	XM_026114562.2#DDX55
WDR81	XM_064523305.1#WDR81
LOC112993313	XM_026116821.2#LOC112993313
LOC135325199	XM_064502960.1#LOC135325199
LOC135328480	XM_064512437.1#LOC135328480
CACUL1	XM_064514287.1#CACUL1
LOC112988933	XM_026109779.2#LOC112988933
LOC135323509	XM_064500169.1#LOC135323509
HRG	XM_026094850.2#HRG
TMEM237	XM_064515203.1#TMEM237
DMXL2	XM_064517353.1#DMXL2
NOP9	XM_064503320.1#NOP9
CORO6	XM_064523230.1#CORO6
NOS1	XM_026119157.2#NOS1
LOC135323864	XM_064498871.1#LOC135323864
LENG8	XM_064503593.1#LENG8
MYO18A	XM_064523253.1#MYO18A
LOC112983984	XM_064523203.1#LOC112983984
SPATA4	XM_026105182.2#SPATA4
LOC135326379	XM_064504262.1#LOC135326379
U2SURP	XM_064516846.1#U2SURP
NGF	XM_064498311.1#NGF
NAXE	XM_064499092.1#NAXE
FAM120B	XM_026117224.2#FAM120B
NADK	XM_026096584.2#NADK
RBM15	XM_026111790.2#RBM15
LOC135324060	XM_064499496.1#LOC135324060
FAM81A	XM_064517457.1#FAM81A
LOC112985674	XM_064513066.1#LOC112985674
LRRC34	XM_026105746.2#LRRC34
PBDC1	XM_064497754.1#PBDC1
LOC135323439	XM_064502007.1#LOC135323439
ATP10A	XM_026103280.2#ATP10A
TSPOAP1	XM_026107177.2#TSPOAP1
GSR	XM_064510295.1#GSR
EP400	XM_064522057.1#EP400
LOC135327869	XM_064508948.1#LOC135327869
GLRX3	XM_026115894.2#GLRX3
SLC17A5	XM_026102283.2#SLC17A5
PPIP5K1	XM_064517753.1#PPIP5K1
ALKBH2	XM_026114536.2#ALKBH2
SLC25A31	XM_026122454.2#SLC25A31
BEND5	XM_026103812.2#BEND5
ERBB4	XM_064515340.1#ERBB4
RANBP17	XM_064520825.1#RANBP17
PSME4	XM_064509758.1#PSME4
DCUN1D5	XM_026109451.2#DCUN1D5
C1QL2	XM_064514647.1#C1QL2
LOC135324013	XM_064499447.1#LOC135324013
SH3BP4	XM_064515467.1#SH3BP4
LOC135330089	XM_064521292.1#LOC135330089
LOC135329415	XM_064517851.1#LOC135329415
FAM210B	XM_064521545.1#FAM210B
MCF2L2	XM_026094784.2#MCF2L2
ICE2	XM_026113448.2#ICE2
APBB2	XM_064511228.1#APBB2
NETO1	XM_064507136.1#NETO1
LOC112990722	XM_026112647.2#LOC112990722
CDH22	XM_064521767.1#CDH22
PATL1	XM_064513409.1#PATL1
PPP2R2B	XM_026118290.2#PPP2R2B
GOPC	XM_026123553.2#GOPC
LOC135324192	XM_064499932.1#LOC135324192
VEZT	XM_026123153.2#VEZT
YWHAG	XM_064523378.1#YWHAG
LOC135323522	XM_064499888.1#LOC135323522
INTU	XM_026122451.2#INTU
LOC135326434	XM_064504317.1#LOC135326434
PUM1	XM_064524938.1#PUM1
LOC112988077	XM_026108298.2#LOC112988077
PBRM1	XM_064518688.1#PBRM1
HOXA6	XM_026103739.2#HOXA6
COG8	XM_064519867.1#COG8
CSTF3	XM_026111617.2#CSTF3
GPNMB	XM_026103865.2#GPNMB
ENTPD7	XM_064514078.1#ENTPD7
GDF5	XM_026100081.2#GDF5
ASXL3	XM_026102968.2#ASXL3
DHRS12	XM_026108480.2#DHRS12
LOC112991859	XM_026114661.2#LOC112991859
SHOX2	XM_064516546.1#SHOX2
LOC135329879	XM_064519924.1#LOC135329879
LOC112995788	XM_064499598.1#LOC112995788
MRPS18A	XM_026122931.2#MRPS18A
LOC112980823	XM_026096009.2#LOC112980823
LOC112982188	XM_064499987.1#LOC112982188
FOXF2	XM_026114830.2#FOXF2
HADH	XM_064510573.1#HADH
NDUFA4L2	XM_064498416.1#NDUFA4L2
LOC135325405	XM_064503421.1#LOC135325405
SPSB4	XM_026109783.2#SPSB4
LOC135325960	XM_064503893.1#LOC135325960
DOCK11	XM_064518346.1#DOCK11
LOC135330248	XM_064522521.1#LOC135330248
PAX9	XM_026120294.2#PAX9
FRMPD1	XM_026099348.2#FRMPD1
BTG4	XM_026105852.2#BTG4
LOC135326368	XM_064504250.1#LOC135326368
CELSR3	XM_064518967.1#CELSR3
LOC112982207	XM_064500346.1#LOC112982207
GPR155	XM_026092845.2#GPR155
CNOT1	XM_064519444.1#CNOT1
LOC112991635	XM_064504122.1#LOC112991635
IFT88	XM_064505028.1#IFT88
LOC112989410	XM_026110561.2#LOC112989410
SLC10A7	XM_064510778.1#SLC10A7
KDM6A	XM_064497239.1#KDM6A
DEPDC1	XM_026098498.2#DEPDC1
ZBBX	XM_064516584.1#ZBBX
LOC135326325	XM_064504206.1#LOC135326325
LOC135324593	XM_064501178.1#LOC135324593
CERKL	XM_064515035.1#CERKL
SMARCE1	XM_064524749.1#SMARCE1
NEIL2	XM_064508284.1#NEIL2
TRIM50	XM_064523496.1#TRIM50
CPSF6	XM_064508908.1#CPSF6
DEPP1	XM_026097416.2#DEPP1
STOX1	XM_026106443.2#STOX1
SWAP70	XM_064513027.1#SWAP70
SLC6A7	XM_064521045.1#SLC6A7
LOC135323466	XM_064500754.1#LOC135323466
LOC112989233	XM_026110233.2#LOC112989233
ALG14	XM_026094239.2#ALG14
LITAF	XM_064520386.1#LITAF
FFAR4	XM_026094098.2#FFAR4
CFAP77	XM_064524054.1#CFAP77
IGFBPL1	XM_026099358.2#IGFBPL1
NCF1	XM_026107248.2#NCF1
ANKRD44	XM_064515146.1#ANKRD44
EPDR1	XM_064506573.1#EPDR1
LMBRD1	XM_026095881.2#LMBRD1
AK4	XM_064516324.1#AK4
TNS2	XM_064498728.1#TNS2
COL17A1	XM_026117504.2#COL17A1
LOC135325140	XM_064502793.1#LOC135325140
LOC112987020	XM_064500001.1#LOC112987020
GRIN1	XM_064523571.1#GRIN1
ANKS3	XM_064520521.1#ANKS3
SLC11A2	XM_026113943.2#SLC11A2
CSRNP2	XM_064498708.1#CSRNP2
STAU2	XM_064507389.1#STAU2
CLCC1	XM_064515800.1#CLCC1
DYRK1A	XM_064524946.1#DYRK1A
GLB1	XM_064506448.1#GLB1
CDC25B	XM_064511710.1#CDC25B
DMTF1	XM_064504879.1#DMTF1
LOC112989253	XM_064506781.1#LOC112989253
HOXC8	XM_026115954.2#HOXC8
VCPKMT	XM_026118357.2#VCPKMT
TTC31	XM_064503967.1#TTC31
LOC112982846	XM_026099542.2#LOC112982846
GRM5	XM_026109171.2#GRM5
TNFRSF11A	XM_026115709.2#TNFRSF11A
EMX1	XM_064511669.1#EMX1
COBL	XM_064506699.1#COBL
LOC112991813	XM_064521968.1#LOC112991813
MAST3	XM_064497351.1#MAST3
ECT2	XM_026105773.2#ECT2
SCFD2	XM_026093614.2#SCFD2
AKAP8	XM_026116370.2#AKAP8
DUSP5	XM_026117507.2#DUSP5
ACTR5	XM_026093053.2#ACTR5
BRF1	XM_064511971.1#BRF1
WFDC1	XM_064519753.1#WFDC1
LOC135327404	XM_064505606.1#LOC135327404
MOB2	XM_026092768.2#MOB2
ELOVL4	XM_026121081.2#ELOVL4
DNM1	XM_064523706.1#DNM1
TEAD1	XM_026104534.2#TEAD1
NSMF	XM_064523615.1#NSMF
GPR82	XM_026113912.2#GPR82
LOC112994653	XM_026119167.2#LOC112994653
ELF5	XM_026099982.2#ELF5
LOC135324769	XM_064501676.1#LOC135324769
PSMD3	XM_064524735.1#PSMD3
CENPQ	XM_026093851.2#CENPQ
HOXC13	XM_064498476.1#HOXC13
VWDE	XM_064506362.1#VWDE
LY96	XM_026115160.2#LY96
MAP7	XM_064509030.1#MAP7
BCAS2	XM_026111998.2#BCAS2
DPH6	XM_064512413.1#DPH6
MECOM	XM_064516590.1#MECOM
FAM185A	XM_064505315.1#FAM185A
GRIFIN	XM_026116101.1#GRIFIN
CCDC80	XM_026112380.2#CCDC80
NFATC2	XM_026099634.2#NFATC2
HTATIP2	XM_064515745.1#HTATIP2
LOC112991030	XM_064522518.1#LOC112991030
LOC112989425	XM_064519234.1#LOC112989425
SEMA3G	XM_064518722.1#SEMA3G
TFAP2A	XM_026114861.2#TFAP2A
ARF3	XM_064498604.1#ARF3
FSIP1	XM_064512447.1#FSIP1
SH3D19	XM_064510806.1#SH3D19
MAP3K12	XM_064498376.1#MAP3K12
TMEM231	XM_026104258.2#TMEM231
COL5A2	XM_026096058.2#COL5A2
PLA2G4F	XM_026095592.2#PLA2G4F
LOC135324456	XM_064500898.1#LOC135324456
GADL1	XM_026098821.2#GADL1
LOC135324855	XM_064501857.1#LOC135324855
LOC112981177	XM_026096635.2#LOC112981177
CCL20	XM_026109716.2#CCL20
PRRC2B	XM_026101811.2#PRRC2B
LOC135328359	XM_064511760.1#LOC135328359
GANC	XM_026095617.2#GANC
SH2D3C	XM_026113836.2#SH2D3C
LOC112979796	XM_064515903.1#LOC112979796
SEC14L1	XM_064522534.1#SEC14L1
CRYBG1	XM_064508847.1#CRYBG1
ACIN1	XM_064503365.1#ACIN1
PTPRM	XM_064507232.1#PTPRM
LOC135330006	XM_064520781.1#LOC135330006
OGN	XM_026115979.2#OGN
ARHGAP1	XM_064512680.1#ARHGAP1
BBOX1	XM_026121768.2#BBOX1
MCAT	XM_026113999.2#MCAT
CARF	XM_064515215.1#CARF
AGPS	XM_064514997.1#AGPS
ETV1	XM_064506354.1#ETV1
SART1	XM_064503706.1#SART1
EIF4H	XM_026107191.2#EIF4H
CAVIN1	XM_026117815.2#CAVIN1
ANKHD1	XM_064520706.1#ANKHD1
LOC135324100	XM_064499591.1#LOC135324100
IFT70B	XM_026123317.2#IFT70B
IGSF9	XM_064498776.1#IGSF9
ADGRB2	XM_064525191.1#ADGRB2
LOC112989627	XM_064523492.1#LOC112989627
PMM2	XM_064520415.1#PMM2
TMEM14A	XM_064508564.1#TMEM14A
ARHGAP44	XM_064522472.1#ARHGAP44
RSBN1L	XM_026095056.2#RSBN1L
ZZZ3	XM_064516064.1#ZZZ3
TNFRSF21	XM_064508329.1#TNFRSF21
SLMAP	XM_064518956.1#SLMAP
CAMK2D	XM_064510620.1#CAMK2D
BCAS3	XM_064523128.1#BCAS3
RFX3	XM_064502685.1#RFX3
RAPGEF2	XM_064510905.1#RAPGEF2
ZNF423	XM_064519574.1#ZNF423
NCKAP5L	XM_064498527.1#NCKAP5L
STRA6	XM_026116450.2#STRA6
FAM131A	XM_064516686.1#FAM131A
MAP3K20	XM_064514972.1#MAP3K20
LOC135325042	XM_064502438.1#LOC135325042
WDR93	XM_064517251.1#WDR93
RAPGEF1	XM_064523775.1#RAPGEF1
SMARCA4	XM_064499304.1#SMARCA4
POLA1	XM_026103404.2#POLA1
LOC112987706	XM_026107701.2#LOC112987706
RANBP1	XM_026106889.2#RANBP1
CFAP73	XM_064522309.1#CFAP73
PRKACB	XM_026116490.2#PRKACB
SORCS2	XM_064511468.1#SORCS2
KDM6A	XM_026098011.2#KDM6A
PACRG	XM_026109866.2#PACRG
STYK1	XM_026106272.2#STYK1
LOC135324030	XM_064499464.1#LOC135324030
C5H11orf24	XM_026108087.2#C5H11orf24
LOC112992674	XM_026115992.2#LOC112992674
CGGBP1	XM_064522214.1#CGGBP1
TACSTD2	XM_026105162.2#TACSTD2
PDIA4	XM_026123579.2#PDIA4
EVC2	XM_064511451.1#EVC2
GPALPP1	XM_064504837.1#GPALPP1
CGN	XM_026114961.2#CGN
PRIMA1	XM_026112465.2#PRIMA1
C2H9orf152	XM_026095795.2#C2H9orf152
LOC135329096	XM_064516404.1#LOC135329096
RABAC1	XM_064503544.1#RABAC1
GPR85	XM_026117730.2#GPR85
MAP4	XM_064505566.1#MAP4
FARP1	XM_026119414.2#FARP1
ZSWIM2	XM_026110259.2#ZSWIM2
LOC112991630	XM_026114272.2#LOC112991630
TRAF5	XM_064509638.1#TRAF5
SEPTIN7	XM_064506550.1#SEPTIN7
SOX5	XM_064515950.1#SOX5
SCRN2	XM_064524655.1#SCRN2
SHC4	XM_026097101.2#SHC4
MIA3	XM_064509979.1#MIA3
POU2F1	XM_064522591.1#POU2F1
EMC2	XM_026099718.2#EMC2
LOC135324895	XM_064501949.1#LOC135324895
LOC112979768	XM_026094191.2#LOC112979768
ABRA	XM_026119553.2#ABRA
DARS2	XM_026100954.2#DARS2
DDI2	XM_064497174.1#DDI2
REXO1	XM_064497205.1#REXO1
HOXB4	XM_026106961.2#HOXB4
SYNJ2	XM_026122202.2#SYNJ2
SLC16A7	XM_026099897.2#SLC16A7
LOC112983247	XM_064500309.1#LOC112983247
PHF21A	XM_064512647.1#PHF21A
LOC135325016	XM_064502333.1#LOC135325016
DIAPH1	XM_064520785.1#DIAPH1
STMN2	XM_026100701.2#STMN2
TRMT13	XM_064515851.1#TRMT13
LOC135323888	XM_064498923.1#LOC135323888
LOC112986649	XM_026106035.2#LOC112986649
LOC135330406	XM_064524039.1#LOC135330406
VSTM5	XM_064505134.1#VSTM5
SETX	XM_026101802.2#SETX
CCDC27	XM_064525400.1#CCDC27
KLHL40	XM_026095902.2#KLHL40
LOC112990743	XM_026112670.2#LOC112990743
ACOD1	XM_026120903.2#ACOD1
MCUB	XM_026101721.2#MCUB
KIF23	XM_026110735.2#KIF23
PAPOLG	XM_064510033.1#PAPOLG
RTRAF	XM_026118043.2#RTRAF
PDPN	XM_026095508.2#PDPN
LOC112987880	XM_026107968.2#LOC112987880
PRDM15	XM_064525386.1#PRDM15
LAT2	XM_064523437.1#LAT2
NOP16	XM_026122581.2#NOP16
GCDH	XM_064499363.1#GCDH
LOC135324081	XM_064499531.1#LOC135324081
LOC135326326	XM_064504207.1#LOC135326326
CHAMP1	XM_064503522.1#CHAMP1
CDX2	XM_064507667.1#CDX2
MYO6	XM_064508689.1#MYO6
ARMC6	XM_026115307.2#ARMC6
GOLGA2	XM_064523690.1#GOLGA2
MRPS2	XM_026094438.2#MRPS2
LOC135325598	XM_064503697.1#LOC135325598
TXNRD2	XM_026106874.2#TXNRD2
FAM193B	XM_064520982.1#FAM193B
LOC135326371	XM_064504253.1#LOC135326371
ARNT2	XM_026121276.2#ARNT2
LOC135324877	XM_064501900.1#LOC135324877
SIPA1	XM_064503193.1#SIPA1
CDIPT	XM_064499488.1#CDIPT
TRDN	XM_064508938.1#TRDN
ZNF362	XM_064525675.1#ZNF362
ARHGEF7	XM_064503908.1#ARHGEF7
CHM	XM_026101304.2#CHM
LOC112985522	XM_026104204.2#LOC112985522
PPM1E	XM_064523168.1#PPM1E
KTN1	XM_064511878.1#KTN1
FBRSL1	XM_064522071.1#FBRSL1
HEATR5A	XM_064512384.1#HEATR5A
LOC112981139	XM_026096540.2#LOC112981139
LASP1	XM_026114730.2#LASP1
R3HDM1	XM_026108733.2#R3HDM1
GSX2	XM_026093752.2#GSX2
LOC112986878	XM_064513641.1#LOC112986878
MEX3D	XM_064497221.1#MEX3D
ACAT2	XM_064509214.1#ACAT2
GPHN	XM_064512464.1#GPHN
SLC13A2	XM_026105648.2#SLC13A2
MUC4	XM_064516766.1#MUC4
INPP5E	XM_064523869.1#INPP5E
OGA	XM_026102865.2#OGA
LOC112992344	XM_026115449.2#LOC112992344
LOC135327789	XM_064508379.1#LOC135327789
NT5DC2	XM_064518705.1#NT5DC2
LOC135329607	XM_064518536.1#LOC135329607
LOC135329658	XM_064518758.1#LOC135329658
PBRM1	XM_064518697.1#PBRM1
NLGN1	XM_026105779.2#NLGN1
SUPT20H	XM_026098329.2#SUPT20H
TRAF5	XM_064509639.1#TRAF5
DNAH5	XM_064506861.1#DNAH5
GDF2	XM_026110255.2#GDF2
SLC45A1	XM_064525323.1#SLC45A1
SPC25	XM_026093989.2#SPC25
RPTOR	XM_026112964.2#RPTOR
PBRM1	XM_064518689.1#PBRM1
LOC135326156	XM_064504004.1#LOC135326156
HYAL3	XM_064518566.1#HYAL3
DRD4	XM_026110697.2#DRD4
HECTD1	XM_064512389.1#HECTD1
LOC135323829	XM_064498660.1#LOC135323829
PACS2	XM_064515717.1#PACS2
KIF21A	XM_064505925.1#KIF21A
SCFD1	XM_026095071.2#SCFD1
CIPC	XM_064512267.1#CIPC
MYADML2	XM_026113107.2#MYADML2
LOC112995239	XM_026120104.2#LOC112995239
NUP58	XM_026108876.2#NUP58
CEP290	XM_064509908.1#CEP290
BEAN1	XM_064519715.1#BEAN1
MCM3AP	XM_026107441.2#MCM3AP
TRPC7	XM_026101928.2#TRPC7
STK32B	XM_026122079.2#STK32B
LOC135324180	XM_064499898.1#LOC135324180
LOC135324336	XM_064500371.1#LOC135324336
METTL5	XM_064514930.1#METTL5
LOC135330590	XM_064524501.1#LOC135330590
LOC135327797	XM_064508419.1#LOC135327797
CLCN3	XM_026122891.2#CLCN3
IBTK	XM_026121054.2#IBTK
NUDT15	XM_026108481.2#NUDT15
ABLIM2	XM_026121985.2#ABLIM2
LOC112980249	XM_064513908.1#LOC112980249
ITGA6	XM_026093117.2#ITGA6
RPP38	XM_026098613.2#RPP38
LOC112978814	XM_026092545.2#LOC112978814
IST1	XM_064519898.1#IST1
CSF2RB	XM_026117881.2#CSF2RB
IGFBP3	XM_026123566.2#IGFBP3
FCSK	XM_026107362.2#FCSK
CHODL	XM_026107994.2#CHODL
LOC135328573	XM_064513452.1#LOC135328573
MAX	XM_064513362.1#MAX
LOC135324756	XM_064501634.1#LOC135324756
GUCY1B1	XM_064510883.1#GUCY1B1
ZDHHC15	XM_064518108.1#ZDHHC15
LOC135326566	XM_064504381.1#LOC135326566
PKP3	XM_064513252.1#PKP3
SGSM2	XM_026106619.2#SGSM2
CHMP2A	XM_064499635.1#CHMP2A
FRG1	XM_026104607.2#FRG1
DSP	XM_026114846.2#DSP
