ENSG00000000003	ENST00000373020.9#TSPAN6
ENSG00000090376	ENST00000261233.9#IRAK3
ENSG00000090376	NM_001142523.2#IRAK3
ENSG00000090382	ENST00000261267.7#LYZ
ENSG00000090402	ENST00000264382.8#SI
ENSG00000090402	XM_047448735.1#SI
ENSG00000090432	ENST00000264198.5#MUL1
ENSG00000090447	ENST00000204517.11#TFAP4
ENSG00000090470	ENST00000204549.9#PDCD7
ENSG00000090487	ENST00000204566.7#SPG21
ENSG00000090487	NM_001127890.5#SPG21
ENSG00000090512	ENST00000265029.8#FETUB
ENSG00000090512	NM_001308077.4#FETUB
ENSG00000090512	NM_001375587.2#FETUB
ENSG00000090520	ENST00000265028.8#DNAJB11
ENSG00000090520	ENST00000439351.5#DNAJB11
ENSG00000090520	NM_001378451.1#DNAJB11
ENSG00000090530	ENST00000319332.10#P3H2
ENSG00000090534	ENST00000647395.1#THPO
ENSG00000090534	NM_001289998.1#THPO
ENSG00000090534	NM_001290022.1#THPO
ENSG00000090534	NM_001290026.1#THPO
ENSG00000090539	ENST00000204604.6#CHRD
ENSG00000090539	ENST00000348986.3#CHRD
ENSG00000090539	NM_001304472.2#CHRD
ENSG00000090539	XM_011513254.2#CHRD
ENSG00000090539	XM_017007388.2#CHRD
ENSG00000090539	XM_017007392.2#CHRD
ENSG00000090554	ENST00000597551.6#FLT3LG
ENSG00000090554	XM_047438521.1#FLT3LG
ENSG00000090565	ENST00000262305.9#RAB11FIP3
ENSG00000090565	ENST00000450428.5#RAB11FIP3
ENSG00000090565	NM_001142272.2#RAB11FIP3
ENSG00000090565	NM_001370401.1#RAB11FIP3
ENSG00000090565	XM_005255714.2#RAB11FIP3
ENSG00000090581	ENST00000204679.9#GNPTG
ENSG00000090612	ENST00000536435.7#ZNF268
ENSG00000090612	NM_001165881.3#ZNF268
ENSG00000090615	ENST00000450791.8#GOLGA3
ENSG00000090615	ENST00000690511.1#GOLGA3
ENSG00000090615	NM_001389686.1#GOLGA3
ENSG00000090615	NM_001389689.1#GOLGA3
ENSG00000090615	XM_047428706.1#GOLGA3
ENSG00000090621	ENST00000372858.8#PABPC4
ENSG00000090621	ENST00000372862.7#PABPC4
ENSG00000090621	NM_001135654.2#PABPC4
ENSG00000090621	NM_003819.4#PABPC4
ENSG00000090659	ENST00000315599.12#CD209
ENSG00000090659	NM_001144893.2#CD209
ENSG00000090659	NM_001144899.2#CD209
ENSG00000090661	ENST00000251363.10#CERS4
ENSG00000090661	ENST00000559336.5#CERS4
ENSG00000090661	ENST00000559450.5#CERS4
ENSG00000090674	ENST00000264079.11#MCOLN1
ENSG00000090686	ENST00000308271.14#USP48
ENSG00000090686	ENST00000400301.5#USP48
ENSG00000090686	NM_001350166.2#USP48
ENSG00000090686	NM_001350167.2#USP48
ENSG00000090686	NM_001350168.2#USP48
ENSG00000090686	XM_006710955.5#USP48
ENSG00000090686	XM_047432027.1#USP48
ENSG00000090686	XM_047432030.1#USP48
ENSG00000090686	XM_047432031.1#USP48
ENSG00000090776	ENST00000204961.5#EFNB1
ENSG00000090857	ENST00000288050.9#PDPR
ENSG00000090857	NM_001322117.1#PDPR
ENSG00000090857	XM_006721225.4#PDPR
ENSG00000090857	XM_047434303.1#PDPR
ENSG00000090861	ENST00000261772.13#AARS1
ENSG00000090861	ENST00000674512.1#AARS1
ENSG00000090861	ENST00000674963.1#AARS1
ENSG00000090861	ENST00000675045.1#AARS1
ENSG00000090861	ENST00000675133.1#AARS1
ENSG00000090861	ENST00000675853.1#AARS1
ENSG00000090863	ENST00000422840.7#GLG1
ENSG00000090889	ENST00000374403.4#KIF4A
ENSG00000090905	ENST00000395799.8#TNRC6A
ENSG00000090905	NM_001330520.3#TNRC6A
ENSG00000090905	XM_017023146.2#TNRC6A
ENSG00000090905	XM_047433910.1#TNRC6A
ENSG00000090905	XM_047433912.1#TNRC6A
ENSG00000090905	XM_047433915.1#TNRC6A
ENSG00000090905	XM_047433921.1#TNRC6A
ENSG00000090905	XM_047433923.1#TNRC6A
ENSG00000090905	XM_047433925.1#TNRC6A
ENSG00000090905	XM_047433931.1#TNRC6A
ENSG00000090905	XM_047433935.1#TNRC6A
ENSG00000090905	XM_047433936.1#TNRC6A
ENSG00000090905	XM_047433941.1#TNRC6A
ENSG00000090905	XM_047433942.1#TNRC6A
ENSG00000090905	XM_047433943.1#TNRC6A
ENSG00000090924	ENST00000425673.6#PLEKHG2
ENSG00000090932	ENST00000356433.10#DLL3
ENSG00000090971	ENST00000205194.5#NAT14
ENSG00000090975	ENST00000320201.10#PITPNM2
ENSG00000090975	NM_001384661.1#PITPNM2
ENSG00000090975	NM_001384662.1#PITPNM2
ENSG00000090975	XM_047429202.1#PITPNM2
ENSG00000090975	XM_047429205.1#PITPNM2
ENSG00000090975	XM_047429206.1#PITPNM2
ENSG00000090975	XM_047429207.1#PITPNM2
ENSG00000090975	XM_047429208.1#PITPNM2
ENSG00000090975	XM_047429212.1#PITPNM2
ENSG00000090989	ENST00000381295.7#EXOC1
ENSG00000090989	NM_178237.3#EXOC1
ENSG00000090989	XM_005265748.2#EXOC1
ENSG00000090989	XM_017008406.2#EXOC1
ENSG00000091009	ENST00000265271.7#RBM27
ENSG00000091010	ENST00000646991.2#POU4F3
ENSG00000091039	ENST00000261183.8#OSBPL8
ENSG00000091039	ENST00000611266.4#OSBPL8
ENSG00000091039	NM_001319653.2#OSBPL8
ENSG00000091039	NM_001319655.2#OSBPL8
ENSG00000091039	XM_005268621.6#OSBPL8
ENSG00000091073	ENST00000324432.9#DTX2
ENSG00000091073	ENST00000430490.7#DTX2
ENSG00000091073	XM_047419858.1#DTX2
ENSG00000091073	XM_047419860.1#DTX2
ENSG00000091073	XM_047419862.1#DTX2
ENSG00000091106	ENST00000402280.6#NLRC4
ENSG00000091127	ENST00000469408.6#PUS7
ENSG00000091127	XM_011516336.4#PUS7
ENSG00000091127	XM_017012367.3#PUS7
ENSG00000091127	XM_047420533.1#PUS7
ENSG00000091128	ENST00000388781.8#LAMB4
ENSG00000091128	XM_011515979.3#LAMB4
ENSG00000091129	ENST00000379028.8#NRCAM
ENSG00000091129	NM_001371122.1#NRCAM
ENSG00000091129	NM_001371124.1#NRCAM
ENSG00000091129	NM_001371129.1#NRCAM
ENSG00000091129	NM_001371130.1#NRCAM
ENSG00000091129	NM_001371133.1#NRCAM
ENSG00000091129	NM_001371135.1#NRCAM
ENSG00000091129	NM_001371138.1#NRCAM
ENSG00000091129	NM_001371141.1#NRCAM
ENSG00000091129	NM_001371142.1#NRCAM
ENSG00000091129	NM_001371146.1#NRCAM
ENSG00000091129	NM_001371150.1#NRCAM
ENSG00000091129	NM_001371153.1#NRCAM
ENSG00000091129	NM_001371154.1#NRCAM
ENSG00000091129	NM_001371157.1#NRCAM
ENSG00000091129	NM_001371158.1#NRCAM
ENSG00000091129	NM_001371159.1#NRCAM
ENSG00000091129	NM_001371160.1#NRCAM
ENSG00000091129	NM_001371162.1#NRCAM
ENSG00000091129	NM_001371169.1#NRCAM
ENSG00000091129	NM_001371170.1#NRCAM
ENSG00000091129	NM_001371173.1#NRCAM
ENSG00000091129	NM_001371174.1#NRCAM
ENSG00000091129	NM_001371175.1#NRCAM
ENSG00000091129	XM_006716012.3#NRCAM
ENSG00000091129	XM_006716014.3#NRCAM
ENSG00000091129	XM_011516267.3#NRCAM
ENSG00000091129	XM_011516269.3#NRCAM
ENSG00000091129	XM_011516270.3#NRCAM
ENSG00000091129	XM_017012236.3#NRCAM
ENSG00000091129	XM_017012246.3#NRCAM
ENSG00000091129	XM_017012247.3#NRCAM
ENSG00000091129	XM_017012248.3#NRCAM
ENSG00000091129	XM_017012251.3#NRCAM
ENSG00000091129	XM_024446777.2#NRCAM
ENSG00000091129	XM_024446778.2#NRCAM
ENSG00000091129	XM_024446779.2#NRCAM
ENSG00000091129	XM_024446780.2#NRCAM
ENSG00000091129	XM_047420417.1#NRCAM
ENSG00000091129	XM_047420419.1#NRCAM
ENSG00000091129	XM_047420421.1#NRCAM
ENSG00000091129	XM_047420422.1#NRCAM
ENSG00000091129	XM_047420423.1#NRCAM
ENSG00000091129	XM_047420424.1#NRCAM
ENSG00000091129	XM_047420425.1#NRCAM
ENSG00000091136	ENST00000222399.11#LAMB1
ENSG00000091136	ENST00000677793.1#LAMB1
ENSG00000091137	ENST00000644269.2#SLC26A4
ENSG00000091138	ENST00000340010.10#SLC26A3
ENSG00000091140	ENST00000205402.10#DLD
ENSG00000091140	NM_001289751.1#DLD
ENSG00000091140	NM_001289752.1#DLD
ENSG00000091157	ENST00000254442.8#WDR7
ENSG00000091157	ENST00000357574.7#WDR7
ENSG00000091164	ENST00000217515.11#TXNL1
ENSG00000091164	XM_024451289.2#TXNL1
ENSG00000091164	XM_024451290.2#TXNL1
ENSG00000091181	ENST00000446632.7#IL5RA
ENSG00000091262	ENST00000205557.12#ABCC6
ENSG00000091317	ENST00000205636.4#CMTM6
ENSG00000091409	ENST00000442250.6#ITGA6
ENSG00000091409	ENST00000458358.5#ITGA6
ENSG00000091409	ENST00000684293.1#ITGA6
ENSG00000091409	NM_001365529.2#ITGA6
ENSG00000091409	NM_001365530.2#ITGA6
ENSG00000091428	ENST00000397081.8#RAPGEF4
ENSG00000091428	ENST00000397087.7#RAPGEF4
ENSG00000091428	NM_001375864.1#RAPGEF4
ENSG00000091428	NM_001375865.1#RAPGEF4
ENSG00000091428	NM_001375866.1#RAPGEF4
ENSG00000091428	NM_001375867.1#RAPGEF4
ENSG00000091428	NM_001375868.1#RAPGEF4
ENSG00000091428	NM_001375869.1#RAPGEF4
ENSG00000091428	NM_001375871.1#RAPGEF4
ENSG00000091428	NM_001375872.1#RAPGEF4
ENSG00000091428	NM_001375873.1#RAPGEF4
ENSG00000091428	XM_017003196.3#RAPGEF4
ENSG00000091428	XM_017003197.2#RAPGEF4
ENSG00000091428	XM_047443029.1#RAPGEF4
ENSG00000091428	XM_047443031.1#RAPGEF4
ENSG00000091428	XM_047443032.1#RAPGEF4
ENSG00000091436	ENST00000375213.8#MAP3K20
ENSG00000091436	XM_017004324.2#MAP3K20
ENSG00000091436	XM_047444746.1#MAP3K20
ENSG00000091482	ENST00000379494.4#SMPX
ENSG00000091483	ENST00000366560.4#FH
ENSG00000091490	ENST00000399878.8#SEL1L3
ENSG00000091513	ENST00000402696.9#TF
ENSG00000091527	ENST00000264993.8#CDV3
ENSG00000091527	NM_001134422.2#CDV3
ENSG00000091527	NM_001282762.2#CDV3
ENSG00000091527	NM_001410823.1#CDV3
ENSG00000091527	XM_005247591.6#CDV3
ENSG00000091527	XM_011512961.4#CDV3
ENSG00000091527	XM_047448520.1#CDV3
ENSG00000091527	XM_047448521.1#CDV3
ENSG00000091536	ENST00000647165.2#MYO15A
ENSG00000091536	XM_017024714.3#MYO15A
ENSG00000091542	ENST00000399138.5#ALKBH5
ENSG00000091583	ENST00000205948.11#APOH
ENSG00000091592	ENST00000572272.6#NLRP1
ENSG00000091592	ENST00000576905.6#NLRP1
ENSG00000091592	ENST00000699613.1#NLRP1
ENSG00000091592	ENST00000699710.1#NLRP1
ENSG00000091592	NM_033006.4#NLRP1
ENSG00000091622	ENST00000262483.13#PITPNM3
ENSG00000091622	NM_001165966.2#PITPNM3
ENSG00000091622	XM_011524017.4#PITPNM3
ENSG00000091640	ENST00000206020.8#SPAG7
ENSG00000091640	ENST00000573366.5#SPAG7
ENSG00000091651	ENST00000219097.7#ORC6
ENSG00000091656	ENST00000651372.2#ZFHX4
ENSG00000091656	NM_001410934.1#ZFHX4
ENSG00000091664	ENST00000263160.4#SLC17A6
ENSG00000091704	ENST00000011292.8#CPA1
ENSG00000091732	ENST00000358303.9#ZC3HC1
ENSG00000091732	ENST00000714105.1#ZC3HC1
ENSG00000091732	NM_001282190.2#ZC3HC1
ENSG00000091732	NM_001282191.1#ZC3HC1
ENSG00000091732	NM_001363701.1#ZC3HC1
ENSG00000091831	ENST00000206249.8#ESR1
ENSG00000091831	ENST00000406599.5#ESR1
ENSG00000091831	NM_001291241.2#ESR1
ENSG00000091831	NM_001385568.1#ESR1
ENSG00000091844	ENST00000206262.2#RGS17
ENSG00000091879	ENST00000325203.9#ANGPT2
ENSG00000091879	ENST00000629816.3#ANGPT2
ENSG00000091879	NM_001118888.2#ANGPT2
ENSG00000091879	NM_001386335.1#ANGPT2
ENSG00000091947	ENST00000206380.8#TMEM101
ENSG00000091947	ENST00000589334.5#TMEM101
ENSG00000091972	ENST00000315711.12#CD200
ENSG00000091972	NM_001365851.2#CD200
ENSG00000091986	ENST00000206423.8#CCDC80
ENSG00000091986	NM_199512.3#CCDC80
ENSG00000092009	ENST00000250378.7#CMA1
ENSG00000092010	ENST00000206451.11#PSME1
ENSG00000092010	NM_001281529.2#PSME1
ENSG00000092020	ENST00000261475.10#PPP2R3C
ENSG00000092020	XM_005267782.5#PPP2R3C
ENSG00000092036	ENST00000206474.11#HAUS4
ENSG00000092036	ENST00000342454.12#HAUS4
ENSG00000092036	ENST00000347758.6#HAUS4
ENSG00000092036	ENST00000541587.6#HAUS4
ENSG00000092051	ENST00000356300.9#JPH4
ENSG00000092051	NM_032452.3#JPH4
ENSG00000092054	ENST00000355349.4#MYH7
ENSG00000092054	NM_001407004.1#MYH7
ENSG00000092067	ENST00000206513.6#CEBPE
ENSG00000092068	ENST00000316902.12#SLC7A8
ENSG00000092094	ENST00000206542.9#OSGEP
ENSG00000092096	ENST00000354772.10#SLC22A17
ENSG00000092098	ENST00000324103.11#RNF31
ENSG00000092108	ENST00000458591.7#SCFD1
ENSG00000092108	ENST00000557076.6#SCFD1
ENSG00000092108	ENST00000676509.1#SCFD1
ENSG00000092108	ENST00000676658.1#SCFD1
ENSG00000092108	ENST00000676812.1#SCFD1
ENSG00000092108	ENST00000678669.1#SCFD1
ENSG00000092108	ENST00000679165.1#SCFD1
ENSG00000092140	ENST00000206595.11#G2E3
ENSG00000092140	XM_011536926.3#G2E3
ENSG00000092148	ENST00000399332.6#HECTD1
ENSG00000092148	ENST00000553700.5#HECTD1
ENSG00000092148	NM_001411010.1#HECTD1
ENSG00000092148	XM_011536619.3#HECTD1
ENSG00000092148	XM_017021149.3#HECTD1
ENSG00000092148	XM_017021151.3#HECTD1
ENSG00000092148	XM_017021152.3#HECTD1
ENSG00000092148	XM_047431202.1#HECTD1
ENSG00000092148	XM_047431204.1#HECTD1
ENSG00000092148	XM_047431206.1#HECTD1
ENSG00000092148	XM_047431208.1#HECTD1
ENSG00000092199	ENST00000553300.6#HNRNPC
ENSG00000092199	ENST00000555309.5#HNRNPC
ENSG00000092199	XM_024449557.2#HNRNPC
ENSG00000092199	XM_024449559.2#HNRNPC
ENSG00000092200	ENST00000400017.7#RPGRIP1
ENSG00000092200	ENST00000556336.5#RPGRIP1
ENSG00000092200	ENST00000557771.5#RPGRIP1
ENSG00000092200	NM_001377948.1#RPGRIP1
ENSG00000092200	NM_001377949.1#RPGRIP1
ENSG00000092200	XM_005267879.2#RPGRIP1
ENSG00000092200	XM_005267880.2#RPGRIP1
ENSG00000092200	XM_011536978.1#RPGRIP1
ENSG00000092200	XM_011536979.1#RPGRIP1
ENSG00000092200	XM_011536981.1#RPGRIP1
ENSG00000092200	XM_011536982.1#RPGRIP1
ENSG00000092200	XM_017021473.2#RPGRIP1
ENSG00000092200	XM_024449663.1#RPGRIP1
ENSG00000092200	XM_024449664.1#RPGRIP1
ENSG00000092200	XM_024449666.1#RPGRIP1
ENSG00000092201	ENST00000216297.7#SUPT16H
ENSG00000092203	ENST00000448790.7#TOX4
ENSG00000092203	ENST00000613569.4#TOX4
ENSG00000092203	NM_001303523.2#TOX4
ENSG00000092208	ENST00000308317.12#GEMIN2
ENSG00000092208	NM_001009182.2#GEMIN2
ENSG00000092295	ENST00000206765.11#TGM1
ENSG00000092330	ENST00000267415.12#TINF2
ENSG00000092330	ENST00000557921.3#TINF2
ENSG00000092330	ENST00000699686.1#TINF2
ENSG00000092330	ENST00000699687.1#TINF2
ENSG00000092330	ENST00000699697.1#TINF2
ENSG00000092330	NM_001363668.2#TINF2
ENSG00000092330	NM_012461.3#TINF2
ENSG00000092345	ENST00000399444.7#DAZL
ENSG00000092377	ENST00000355162.6#TBL1Y
ENSG00000092377	ENST00000383032.6#TBL1Y
ENSG00000092421	ENST00000343348.11#SEMA6A
ENSG00000092421	NM_001300780.2#SEMA6A
ENSG00000092421	XM_005272042.5#SEMA6A
ENSG00000092439	ENST00000646667.1#TRPM7
ENSG00000092439	NM_001301212.2#TRPM7
ENSG00000092445	ENST00000263798.8#TYRO3
ENSG00000092470	ENST00000263795.11#WDR76
ENSG00000092529	ENST00000318023.11#CAPN3
ENSG00000092529	ENST00000349748.8#CAPN3
ENSG00000092529	ENST00000397163.8#CAPN3
ENSG00000092529	NM_024344.2#CAPN3
ENSG00000092531	ENST00000249647.8#SNAP23
ENSG00000092531	ENST00000349777.5#SNAP23
ENSG00000092531	XM_047433199.1#SNAP23
ENSG00000092531	XM_047433203.1#SNAP23
ENSG00000092607	ENST00000369429.5#TBX15
ENSG00000092621	ENST00000641023.2#PHGDH
ENSG00000092621	ENST00000641115.1#PHGDH
ENSG00000092621	ENST00000641597.1#PHGDH
ENSG00000092621	ENST00000641947.1#PHGDH
ENSG00000092758	ENST00000649368.1#COL9A3
ENSG00000092820	ENST00000367075.4#EZR
ENSG00000092841	ENST00000293422.9#MYL6
ENSG00000092841	ENST00000348108.8#MYL6
ENSG00000092841	ENST00000548580.5#MYL6
ENSG00000092841	ENST00000550697.6#MYL6
ENSG00000092841	NM_079423.4#MYL6
ENSG00000092847	ENST00000373204.6#AGO1
ENSG00000092847	ENST00000674426.1#AGO1
ENSG00000092847	XM_011541236.3#AGO1
ENSG00000092850	ENST00000207457.8#TEKT2
ENSG00000092850	XM_017001055.2#TEKT2
ENSG00000092853	ENST00000318121.8#CLSPN
ENSG00000092853	NM_001190481.2#CLSPN
ENSG00000092871	ENST00000315249.11#RFFL
ENSG00000092871	ENST00000394597.7#RFFL
ENSG00000092871	ENST00000413582.6#RFFL
ENSG00000092871	ENST00000584655.5#RFFL
ENSG00000092929	ENST00000207549.9#UNC13D
ENSG00000092931	ENST00000355954.7#MFSD11
ENSG00000092931	ENST00000586622.5#MFSD11
ENSG00000092931	ENST00000685175.1#MFSD11
ENSG00000092964	ENST00000311151.9#DPYSL2
ENSG00000092964	ENST00000521913.7#DPYSL2
ENSG00000092969	ENST00000366930.9#TGFB2
ENSG00000092969	NM_001135599.4#TGFB2
ENSG00000092978	ENST00000366935.8#GPATCH2
ENSG00000092978	NM_001297754.3#GPATCH2
ENSG00000092978	XM_017001592.3#GPATCH2
ENSG00000093000	ENST00000347635.9#NUP50
ENSG00000093009	ENST00000263201.7#CDC45
ENSG00000093009	XM_011530417.4#CDC45
ENSG00000093009	XM_011530418.4#CDC45
ENSG00000093009	XM_047441531.1#CDC45
ENSG00000093009	XM_047441532.1#CDC45
ENSG00000093010	ENST00000361682.11#COMT
ENSG00000093072	ENST00000399837.8#ADA2
ENSG00000093072	ENST00000649310.2#ADA2
ENSG00000093072	XM_047441406.1#ADA2
ENSG00000093144	ENST00000454859.8#ECHDC1
ENSG00000093144	ENST00000531967.5#ECHDC1
ENSG00000093144	XM_005267047.4#ECHDC1
ENSG00000093167	ENST00000336686.9#LRRFIP2
ENSG00000093167	NM_001134369.2#LRRFIP2
ENSG00000093167	NM_001282691.1#LRRFIP2
ENSG00000093167	NM_001348297.1#LRRFIP2
ENSG00000093167	NM_001348298.1#LRRFIP2
ENSG00000093167	NM_001348300.1#LRRFIP2
ENSG00000093167	NM_001348301.1#LRRFIP2
ENSG00000093167	NM_001348303.1#LRRFIP2
ENSG00000093167	NM_001348306.1#LRRFIP2
ENSG00000093167	NM_001348309.1#LRRFIP2
ENSG00000093167	NM_001348311.1#LRRFIP2
ENSG00000093167	XM_005265551.2#LRRFIP2
ENSG00000093167	XM_006713385.2#LRRFIP2
ENSG00000093167	XM_006713388.2#LRRFIP2
ENSG00000093167	XM_006713389.2#LRRFIP2
ENSG00000093167	XM_006713392.2#LRRFIP2
ENSG00000093167	XM_006713393.2#LRRFIP2
ENSG00000093167	XM_006713395.2#LRRFIP2
ENSG00000093167	XM_011534219.2#LRRFIP2
ENSG00000093167	XM_011534222.2#LRRFIP2
ENSG00000093167	XM_017007467.2#LRRFIP2
ENSG00000093167	XM_017007471.2#LRRFIP2
ENSG00000093167	XM_017007472.2#LRRFIP2
ENSG00000093167	XM_024453821.2#LRRFIP2
ENSG00000093167	XM_024453824.2#LRRFIP2
ENSG00000093167	XM_024453826.2#LRRFIP2
ENSG00000093167	XM_047449202.1#LRRFIP2
ENSG00000093167	XM_047449205.1#LRRFIP2
ENSG00000093167	XM_047449206.1#LRRFIP2
ENSG00000093183	ENST00000264454.8#SEC22C
ENSG00000093183	XM_047449168.1#SEC22C
ENSG00000093217	ENST00000207870.8#XYLB
ENSG00000093217	XM_047449383.1#XYLB
ENSG00000094631	ENST00000334136.11#HDAC6
ENSG00000094631	ENST00000423941.6#HDAC6
ENSG00000094631	ENST00000642405.2#HDAC6
ENSG00000094631	ENST00000697328.1#HDAC6
ENSG00000094631	ENST00000697368.1#HDAC6
ENSG00000094631	XM_047441707.1#HDAC6
ENSG00000094661	ENST00000641398.1#OR1I1
ENSG00000094755	ENST00000265294.9#GABRP
ENSG00000094755	ENST00000518525.5#GABRP
ENSG00000094796	ENST00000251645.3#KRT31
ENSG00000094804	ENST00000209728.9#CDC6
ENSG00000094804	XM_011525541.3#CDC6
ENSG00000094841	ENST00000373383.9#UPRT
ENSG00000094880	ENST00000394886.7#CDC23
ENSG00000094914	ENST00000209873.9#AAAS
ENSG00000094914	NM_001173466.2#AAAS
ENSG00000094916	ENST00000209875.9#CBX5
ENSG00000094963	ENST00000209929.10#FMO2
ENSG00000094975	ENST00000263688.4#SUCO
ENSG00000094975	XM_006711374.3#SUCO
ENSG00000094975	XM_006711375.3#SUCO
ENSG00000094975	XM_006711376.2#SUCO
ENSG00000095002	ENST00000233146.7#MSH2
ENSG00000095002	ENST00000713919.1#MSH2
ENSG00000095002	NM_001406641.1#MSH2
ENSG00000095002	NM_001406649.1#MSH2
ENSG00000095015	ENST00000399503.4#MAP3K1
ENSG00000095059	ENST00000210060.12#DHPS
ENSG00000095066	ENST00000264827.9#HOOK2
ENSG00000095066	ENST00000397668.8#HOOK2
ENSG00000095110	ENST00000534921.3#NXPE1
ENSG00000095110	XM_047426371.1#NXPE1
ENSG00000095139	ENST00000264028.5#ARCN1
ENSG00000095139	NM_001425074.1#ARCN1
ENSG00000095139	NM_001425077.1#ARCN1
ENSG00000095139	NM_001425080.1#ARCN1
ENSG00000095203	ENST00000374566.8#EPB41L4B
ENSG00000095203	NM_001385623.1#EPB41L4B
ENSG00000095203	NM_018424.3#EPB41L4B
ENSG00000095203	XM_011518794.3#EPB41L4B
ENSG00000095203	XM_017014813.2#EPB41L4B
ENSG00000095203	XM_017014814.2#EPB41L4B
ENSG00000095209	ENST00000374692.8#TMEM38B
ENSG00000095209	XM_011518832.4#TMEM38B
ENSG00000095261	ENST00000210313.8#PSMD5
ENSG00000095261	NM_001270427.2#PSMD5
ENSG00000095303	ENST00000362012.7#PTGS1
ENSG00000095303	NM_001271164.2#PTGS1
ENSG00000095319	ENST00000372577.2#NUP188
ENSG00000095321	ENST00000318080.7#CRAT
ENSG00000095321	NM_001346548.2#CRAT
ENSG00000095321	NM_004003.4#CRAT
ENSG00000095321	XM_017014275.2#CRAT
ENSG00000095370	ENST00000314830.13#SH2D3C
ENSG00000095370	ENST00000373277.8#SH2D3C
ENSG00000095370	NM_001142533.1#SH2D3C
ENSG00000095370	NM_001142534.1#SH2D3C
ENSG00000095380	ENST00000210444.6#NANS
ENSG00000095383	ENST00000465784.7#TBC1D2
ENSG00000095383	NM_018421.4#TBC1D2
ENSG00000095397	ENST00000362057.4#WHRN
ENSG00000095397	XM_011518485.2#WHRN
ENSG00000095397	XM_011518487.3#WHRN
ENSG00000095397	XM_047423165.1#WHRN
ENSG00000095397	XM_047423166.1#WHRN
ENSG00000095397	XM_047423167.1#WHRN
ENSG00000095397	XM_047423169.1#WHRN
ENSG00000095464	ENST00000371447.4#PDE6C
ENSG00000095485	ENST00000354105.10#CWF19L1
ENSG00000095485	NM_001303405.2#CWF19L1
ENSG00000095539	ENST00000210633.4#SEMA4G
ENSG00000095539	NM_001393925.1#SEMA4G
ENSG00000095564	ENST00000265990.12#BTAF1
ENSG00000095564	XM_017016877.2#BTAF1
ENSG00000095564	XM_047425989.1#BTAF1
ENSG00000095574	ENST00000368886.10#IKZF5
ENSG00000095574	XM_047425647.1#IKZF5
ENSG00000095585	ENST00000224337.10#BLNK
ENSG00000095585	ENST00000696248.1#BLNK
ENSG00000095585	NM_001114094.2#BLNK
ENSG00000095585	NM_001258440.2#BLNK
ENSG00000095585	NM_001258441.2#BLNK
ENSG00000095587	ENST00000357947.4#TLL2
ENSG00000095596	ENST00000224356.5#CYP26A1
ENSG00000095596	NM_057157.2#CYP26A1
ENSG00000095627	ENST00000695399.1#TDRD1
ENSG00000095627	NM_001385364.2#TDRD1
ENSG00000095627	NM_001385366.1#TDRD1
ENSG00000095627	NM_001385368.1#TDRD1
ENSG00000095627	NM_001385370.1#TDRD1
ENSG00000095627	NM_001385371.1#TDRD1
ENSG00000095637	ENST00000371247.7#SORBS1
ENSG00000095637	ENST00000371249.6#SORBS1
ENSG00000095637	ENST00000649911.2#SORBS1
ENSG00000095637	NM_001034957.3#SORBS1
ENSG00000095637	NM_001290295.2#SORBS1
ENSG00000095637	NM_001290298.3#SORBS1
ENSG00000095637	NM_001377203.1#SORBS1
ENSG00000095637	NM_001377204.1#SORBS1
ENSG00000095637	NM_001377205.1#SORBS1
ENSG00000095637	NM_001384447.1#SORBS1
ENSG00000095637	NM_001384449.1#SORBS1
ENSG00000095637	NM_001384450.1#SORBS1
ENSG00000095637	NM_001384452.1#SORBS1
ENSG00000095637	NM_006434.4#SORBS1
ENSG00000095637	XM_017015525.2#SORBS1
ENSG00000095637	XM_047424472.1#SORBS1
ENSG00000095637	XM_047424473.1#SORBS1
ENSG00000095637	XM_047424474.1#SORBS1
ENSG00000095637	XM_047424478.1#SORBS1
ENSG00000095713	ENST00000309155.3#CRTAC1
ENSG00000095713	ENST00000370591.6#CRTAC1
ENSG00000095713	ENST00000370597.8#CRTAC1
ENSG00000095739	ENST00000375533.6#BAMBI
ENSG00000095752	ENST00000264563.7#IL11
ENSG00000095777	ENST00000642920.2#MYO3A
ENSG00000095777	XM_011519503.2#MYO3A
ENSG00000095777	XM_011519505.2#MYO3A
ENSG00000095777	XM_047425358.1#MYO3A
ENSG00000095777	XM_047425360.1#MYO3A
ENSG00000095777	XM_047425361.1#MYO3A
ENSG00000095787	ENST00000354911.9#WAC
ENSG00000095787	ENST00000375646.5#WAC
ENSG00000095787	ENST00000375664.8#WAC
ENSG00000095787	ENST00000700325.1#WAC
ENSG00000095787	NM_100486.4#WAC
ENSG00000095787	XM_047425313.1#WAC
ENSG00000095787	XM_047425319.1#WAC
ENSG00000095794	ENST00000361599.8#CREM
ENSG00000095794	ENST00000395887.8#CREM
ENSG00000095794	ENST00000463960.5#CREM
ENSG00000095794	ENST00000484283.5#CREM
ENSG00000095794	ENST00000685392.1#CREM
ENSG00000095794	NM_001352465.2#CREM
ENSG00000095794	NM_001352467.2#CREM
ENSG00000095794	NM_001394595.1#CREM
ENSG00000095794	NM_001394605.1#CREM
ENSG00000095794	NM_001394608.1#CREM
ENSG00000095794	NM_001394613.1#CREM
ENSG00000095794	NM_182718.2#CREM
ENSG00000095794	NM_182719.2#CREM
ENSG00000095794	NM_182723.2#CREM
ENSG00000095794	NM_182769.3#CREM
